externalId,customerId,amount,currency,type,createdAt
cc-0371,c-105,106.41,BRL,PURCHASE,2026-02-01T15:11:00
cc-0372,c-392,164.73,BRL,PURCHASE,2026-02-01T15:12:00
cc-0373,c-255,88.67,USD,PURCHASE,2026-02-01T15:13:00
cc-0374,c-273,250.63,EUR,PURCHASE,2026-02-01T15:14:00
cc-0375,c-413,199.14,EUR,PURCHASE,2026-02-01T15:15:00
cc-0376,c-022,230.42,BRL,PURCHASE,2026-02-01T15:16:00
cc-0377,c-442,215.21,USD,PURCHASE,2026-02-01T15:17:00
cc-0378,c-364,145.47,USD,PURCHASE,2026-02-01T15:18:00
cc-0379,c-011,86.76,EUR,PURCHASE,2026-02-01T15:19:00
cc-0380,c-236,459.97,BRL,PURCHASE,2026-02-01T15:20:00
cc-0381,c-224,122.41,EUR,PURCHASE,2026-02-01T15:21:00
cc-0382,c-206,198.49,USD,PURCHASE,2026-02-01T15:22:00
cc-0383,c-382,167.20,BRL,PURCHASE,2026-02-01T15:23:00
cc-0384,c-040,57.90,EUR,PURCHASE,2026-02-01T15:24:00
cc-0385,c-100,175.34,EUR,PURCHASE,2026-02-01T15:25:00
cc-0386,c-491,407.70,BRL,PURCHASE,2026-02-01T15:26:00
cc-0387,c-053,99.44,EUR,PURCHASE,2026-02-01T15:27:00
cc-0388,c-079,328.10,BRL,PURCHASE,2026-02-01T15:28:00
cc-0389,c-488,247.56,EUR,PURCHASE,2026-02-01T15:29:00
cc-0390,c-390,340.89,EUR,PURCHASE,2026-02-01T15:30:00
cc-0391,c-330,312.64,EUR,PURCHASE,2026-02-01T15:31:00
cc-0392,c-162,35.07,USD,PURCHASE,2026-02-01T15:32:00
cc-0393,c-324,138.06,BRL,PURCHASE,2026-02-01T15:33:00
cc-0394,c-181,155.89,USD,PURCHASE,2026-02-01T15:34:00
cc-0395,c-020,-416.02,BRL,REFUND,2026-02-01T15:35:00
cc-0396,c-331,427.79,EUR,PURCHASE,2026-02-01T15:36:00
cc-0397,c-305,231.89,EUR,PURCHASE,2026-02-01T15:37:00
cc-0398,c-489,448.04,USD,PURCHASE,2026-02-01T15:38:00
cc-0399,c-466,326.27,USD,PURCHASE,2026-02-01T15:39:00
cc-0400,c-310,76.28,BRL,PURCHASE,2026-02-01T15:40:00
cc-0401,c-231,449.66,USD,PURCHASE,2026-02-01T15:41:00
cc-0402,c-366,323.42,BRL,PURCHASE,2026-02-01T15:42:00
cc-0403,c-127,495.50,EUR,PURCHASE,2026-02-01T15:43:00
cc-0404,c-268,182.59,USD,PURCHASE,2026-02-01T15:44:00
cc-0405,c-199,169.85,EUR,PURCHASE,2026-02-01T15:45:00
cc-0406,c-027,324.01,BRL,PURCHASE,2026-02-01T15:46:00
cc-0407,c-169,339.51,USD,PURCHASE,2026-02-01T15:47:00
cc-0408,c-130,328.63,EUR,PURCHASE,2026-02-01T15:48:00
cc-0409,c-448,41.67,EUR,PURCHASE,2026-02-01T15:49:00
cc-0410,c-073,155.81,EUR,PURCHASE,2026-02-01T15:50:00
cc-0411,c-358,65.35,EUR,PURCHASE,2026-02-01T15:51:00
cc-0412,c-481,279.90,EUR,PURCHASE,2026-02-01T15:52:00
cc-0413,c-406,64.77,EUR,PURCHASE,2026-02-01T15:53:00
cc-0414,c-425,498.58,EUR,PURCHASE,2026-02-01T15:54:00
cc-0415,c-048,212.28,USD,PURCHASE,2026-02-01T15:55:00
cc-0416,c-010,90.95,BRL,PURCHASE,2026-02-01T15:56:00
cc-0417,c-175,243.65,BRL,PURCHASE,2026-02-01T15:57:00
cc-0418,c-071,148.60,BRL,PURCHASE,2026-02-01T15:58:00
cc-0419,c-260,417.72,EUR,PURCHASE,2026-02-01T15:59:00
cc-0420,c-020,438.32,EUR,PURCHASE,2026-02-01T16:00:00
cc-0421,c-068,77.97,BRL,PURCHASE,2026-02-01T16:01:00
cc-0422,c-426,312.75,BRL,PURCHASE,2026-02-01T16:02:00
cc-0423,c-370,206.02,EUR,PURCHASE,2026-02-01T16:03:00
cc-0424,c-369,222.66,USD,PURCHASE,2026-02-01T16:04:00
cc-0425,c-386,225.02,EUR,PURCHASE,2026-02-01T16:05:00
cc-0426,c-123,404.50,USD,PURCHASE,2026-02-01T16:06:00
cc-0427,c-463,184.55,EUR,PURCHASE,2026-02-01T16:07:00
cc-0428,c-226,141.60,USD,PURCHASE,2026-02-01T16:08:00
cc-0429,c-258,483.17,BRL,PURCHASE,2026-02-01T16:09:00
cc-0430,c-411,436.63,BRL,PURCHASE,2026-02-01T16:10:00
cc-0431,c-329,186.23,BRL,PURCHASE,2026-02-01T16:11:00
cc-0432,c-365,425.73,USD,PURCHASE,2026-02-01T16:12:00
cc-0433,c-043,137.12,EUR,PURCHASE,2026-02-01T16:13:00
cc-0434,c-076,46.77,BRL,PURCHASE,2026-02-01T16:14:00
cc-0435,c-419,175.44,BRL,PURCHASE,2026-02-01T16:15:00
cc-0436,c-213,-251.50,BRL,REFUND,2026-02-01T16:16:00
cc-0437,c-198,188.08,BRL,PURCHASE,2026-02-01T16:17:00
cc-0438,c-164,419.75,EUR,PURCHASE,2026-02-01T16:18:00
cc-0439,c-172,69.66,USD,PURCHASE,2026-02-01T16:19:00
cc-0440,c-470,348.34,BRL,PURCHASE,2026-02-01T16:20:00
cc-0441,c-389,224.85,BRL,PURCHASE,2026-02-01T16:21:00
cc-0442,c-464,-128.71,BRL,REFUND,2026-02-01T16:22:00
cc-0443,c-281,304.83,USD,PURCHASE,2026-02-01T16:23:00
cc-0444,c-057,119.58,BRL,PURCHASE,2026-02-01T16:24:00
cc-0445,c-025,319.84,EUR,PURCHASE,2026-02-01T16:25:00
cc-0446,c-235,-418.51,USD,REFUND,2026-02-01T16:26:00
cc-0447,c-306,316.35,EUR,PURCHASE,2026-02-01T16:27:00
cc-0448,c-124,146.34,BRL,PURCHASE,2026-02-01T16:28:00
cc-0449,c-315,285.76,BRL,PURCHASE,2026-02-01T16:29:00
cc-0450,c-341,262.22,USD,PURCHASE,2026-02-01T16:30:00
cc-0451,c-035,272.50,EUR,PURCHASE,2026-02-01T16:31:00
cc-0452,c-284,-436.79,BRL,REFUND,2026-02-01T16:32:00
cc-0453,c-326,187.28,EUR,PURCHASE,2026-02-01T16:33:00
cc-0454,c-009,34.71,BRL,PURCHASE,2026-02-01T16:34:00
cc-0455,c-376,52.73,EUR,PURCHASE,2026-02-01T16:35:00
cc-0456,c-377,67.57,USD,PURCHASE,2026-02-01T16:36:00
cc-0457,c-280,321.76,EUR,PURCHASE,2026-02-01T16:37:00
cc-0458,c-238,239.79,BRL,PURCHASE,2026-02-01T16:38:00
cc-0459,c-416,358.31,USD,PURCHASE,2026-02-01T16:39:00
cc-0460,c-019,22.86,BRL,PURCHASE,2026-02-01T16:40:00
cc-0461,c-454,-466.75,EUR,REFUND,2026-02-01T16:41:00
cc-0462,c-204,271.97,USD,PURCHASE,2026-02-01T16:42:00
cc-0463,c-019,96.36,USD,PURCHASE,2026-02-01T16:43:00
cc-0464,c-442,433.03,USD,PURCHASE,2026-02-01T16:44:00
cc-0465,c-140,184.64,USD,PURCHASE,2026-02-01T16:45:00
cc-0466,c-381,478.28,USD,PURCHASE,2026-02-01T16:46:00
cc-0467,c-499,346.34,USD,PURCHASE,2026-02-01T16:47:00
cc-0468,c-474,134.09,BRL,PURCHASE,2026-02-01T16:48:00
cc-0469,c-373,215.87,BRL,PURCHASE,2026-02-01T16:49:00
cc-0470,c-280,52.20,USD,PURCHASE,2026-02-01T16:50:00
cc-0471,c-339,223.51,EUR,PURCHASE,2026-02-01T16:51:00
cc-0472,c-219,222.51,USD,PURCHASE,2026-02-01T16:52:00
cc-0473,c-022,455.89,EUR,PURCHASE,2026-02-01T16:53:00
cc-0474,c-223,490.03,BRL,PURCHASE,2026-02-01T16:54:00
cc-0475,c-039,203.70,EUR,PURCHASE,2026-02-01T16:55:00
cc-0476,c-411,80.83,BRL,PURCHASE,2026-02-01T16:56:00
cc-0477,c-074,339.37,USD,PURCHASE,2026-02-01T16:57:00
cc-0478,c-018,118.76,EUR,PURCHASE,2026-02-01T16:58:00
cc-0479,c-188,474.78,BRL,PURCHASE,2026-02-01T16:59:00
cc-0480,c-310,225.51,USD,PURCHASE,2026-02-01T17:00:00
cc-0481,c-191,39.37,BRL,PURCHASE,2026-02-01T17:01:00
cc-0482,c-272,157.88,USD,PURCHASE,2026-02-01T17:02:00
cc-0483,c-128,13.93,BRL,PURCHASE,2026-02-01T17:03:00
cc-0484,c-256,456.86,BRL,PURCHASE,2026-02-01T17:04:00
cc-0485,c-135,352.31,BRL,PURCHASE,2026-02-01T17:05:00
cc-0486,c-314,458.32,USD,PURCHASE,2026-02-01T17:06:00
cc-0487,c-103,426.56,USD,PURCHASE,2026-02-01T17:07:00
cc-0488,c-089,223.11,BRL,PURCHASE,2026-02-01T17:08:00
cc-0489,c-415,422.92,USD,PURCHASE,2026-02-01T17:09:00
cc-0490,c-342,33.40,EUR,PURCHASE,2026-02-01T17:10:00
cc-0491,c-149,425.83,EUR,PURCHASE,2026-02-01T17:11:00
cc-0492,c-364,319.21,USD,PURCHASE,2026-02-01T17:12:00
cc-0493,c-261,492.58,BRL,PURCHASE,2026-02-01T17:13:00
cc-0494,c-122,14.12,EUR,PURCHASE,2026-02-01T17:14:00
cc-0495,c-294,402.03,EUR,PURCHASE,2026-02-01T17:15:00
cc-0496,c-067,44.02,USD,PURCHASE,2026-02-01T17:16:00
cc-0497,c-204,359.72,EUR,PURCHASE,2026-02-01T17:17:00
cc-0498,c-211,411.85,BRL,PURCHASE,2026-02-01T17:18:00
cc-0499,c-065,321.53,USD,PURCHASE,2026-02-01T17:19:00
cc-0500,c-239,172.91,EUR,PURCHASE,2026-02-01T17:20:00
cc-0501,c-328,384.12,BRL,PURCHASE,2026-02-01T17:21:00
cc-0502,c-222,434.24,BRL,PURCHASE,2026-02-01T17:22:00
cc-0503,c-266,83.16,USD,PURCHASE,2026-02-01T17:23:00
cc-0504,c-479,173.67,EUR,PURCHASE,2026-02-01T17:24:00
cc-0505,c-459,40.35,BRL,PURCHASE,2026-02-01T17:25:00
cc-0506,c-326,137.95,EUR,PURCHASE,2026-02-01T17:26:00
cc-0507,c-156,47.62,EUR,PURCHASE,2026-02-01T17:27:00
cc-0508,c-087,290.74,BRL,PURCHASE,2026-02-01T17:28:00
cc-0509,c-338,451.10,USD,PURCHASE,2026-02-01T17:29:00
cc-0510,c-432,21.56,BRL,PURCHASE,2026-02-01T17:30:00
cc-0511,c-042,-321.09,EUR,REFUND,2026-02-01T17:31:00
cc-0512,c-136,383.71,USD,PURCHASE,2026-02-01T17:32:00
cc-0513,c-317,249.52,EUR,PURCHASE,2026-02-01T17:33:00
cc-0514,c-280,478.37,USD,PURCHASE,2026-02-01T17:34:00
cc-0515,c-126,342.81,USD,PURCHASE,2026-02-01T17:35:00
cc-0516,c-233,-30.90,USD,REFUND,2026-02-01T17:36:00
cc-0517,c-213,102.81,EUR,PURCHASE,2026-02-01T17:37:00
cc-0518,c-074,359.46,EUR,PURCHASE,2026-02-01T17:38:00
cc-0519,c-441,199.96,USD,PURCHASE,2026-02-01T17:39:00
cc-0520,c-264,160.24,USD,PURCHASE,2026-02-01T17:40:00
cc-0521,c-063,124.71,BRL,PURCHASE,2026-02-01T17:41:00
cc-0522,c-026,192.69,EUR,PURCHASE,2026-02-01T17:42:00
cc-0523,c-215,432.79,BRL,PURCHASE,2026-02-01T17:43:00
cc-0524,c-417,289.27,USD,PURCHASE,2026-02-01T17:44:00
cc-0525,c-098,249.63,EUR,PURCHASE,2026-02-01T17:45:00
cc-0526,c-240,154.96,BRL,PURCHASE,2026-02-01T17:46:00
cc-0527,c-047,253.22,BRL,PURCHASE,2026-02-01T17:47:00
cc-0528,c-111,25.28,USD,PURCHASE,2026-02-01T17:48:00
cc-0529,c-254,421.58,EUR,PURCHASE,2026-02-01T17:49:00
cc-0530,c-241,5.08,BRL,PURCHASE,2026-02-01T17:50:00
cc-0531,c-221,132.97,USD,PURCHASE,2026-02-01T17:51:00
cc-0532,c-392,23.58,BRL,PURCHASE,2026-02-01T17:52:00
cc-0533,c-292,181.90,USD,PURCHASE,2026-02-01T17:53:00
cc-0534,c-038,225.73,EUR,PURCHASE,2026-02-01T17:54:00
cc-0535,c-144,312.00,EUR,PURCHASE,2026-02-01T17:55:00
cc-0536,c-061,49.24,USD,PURCHASE,2026-02-01T17:56:00
cc-0537,c-407,279.36,USD,PURCHASE,2026-02-01T17:57:00
cc-0538,c-387,301.63,USD,PURCHASE,2026-02-01T17:58:00
cc-0539,c-257,-20.42,EUR,REFUND,2026-02-01T17:59:00
cc-0540,c-171,260.15,BRL,PURCHASE,2026-02-01T18:00:00
cc-0541,c-311,70.75,EUR,PURCHASE,2026-02-01T18:01:00
cc-0542,c-164,495.32,EUR,PURCHASE,2026-02-01T18:02:00
cc-0543,c-432,168.85,EUR,PURCHASE,2026-02-01T18:03:00
cc-0544,c-273,281.90,USD,PURCHASE,2026-02-01T18:04:00
cc-0545,c-418,-166.29,BRL,REFUND,2026-02-01T18:05:00
cc-0546,c-214,398.58,EUR,PURCHASE,2026-02-01T18:06:00
cc-0547,c-447,14.30,USD,PURCHASE,2026-02-01T18:07:00
cc-0548,c-136,391.67,EUR,PURCHASE,2026-02-01T18:08:00
cc-0549,c-296,26.63,USD,PURCHASE,2026-02-01T18:09:00
cc-0550,c-088,360.87,USD,PURCHASE,2026-02-01T18:10:00
cc-0551,c-076,121.86,EUR,PURCHASE,2026-02-01T18:11:00
cc-0552,c-486,96.20,USD,PURCHASE,2026-02-01T18:12:00
cc-0553,c-161,207.07,BRL,PURCHASE,2026-02-01T18:13:00
cc-0554,c-211,306.13,USD,PURCHASE,2026-02-01T18:14:00
cc-0555,c-447,363.97,EUR,PURCHASE,2026-02-01T18:15:00
cc-0556,c-071,280.88,EUR,PURCHASE,2026-02-01T18:16:00
cc-0557,c-245,157.56,BRL,PURCHASE,2026-02-01T18:17:00
cc-0558,c-236,171.82,USD,PURCHASE,2026-02-01T18:18:00
cc-0559,c-347,360.74,EUR,PURCHASE,2026-02-01T18:19:00
cc-0560,c-412,305.43,BRL,PURCHASE,2026-02-01T18:20:00
cc-0561,c-491,279.49,BRL,PURCHASE,2026-02-01T18:21:00
cc-0562,c-483,149.51,USD,PURCHASE,2026-02-01T18:22:00
cc-0563,c-361,352.79,USD,PURCHASE,2026-02-01T18:23:00
cc-0564,c-246,466.92,EUR,PURCHASE,2026-02-01T18:24:00
cc-0565,c-141,287.16,EUR,PURCHASE,2026-02-01T18:25:00
cc-0566,c-195,197.87,USD,PURCHASE,2026-02-01T18:26:00
cc-0567,c-489,74.09,BRL,PURCHASE,2026-02-01T18:27:00
cc-0568,c-148,40.44,USD,PURCHASE,2026-02-01T18:28:00
cc-0569,c-336,240.06,BRL,PURCHASE,2026-02-01T18:29:00
cc-0570,c-424,466.58,EUR,PURCHASE,2026-02-01T18:30:00
cc-0571,c-140,308.22,EUR,PURCHASE,2026-02-01T18:31:00
cc-0572,c-123,335.25,EUR,PURCHASE,2026-02-01T18:32:00
cc-0573,c-116,27.19,USD,PURCHASE,2026-02-01T18:33:00
cc-0574,c-170,51.17,BRL,PURCHASE,2026-02-01T18:34:00
cc-0575,c-003,488.98,BRL,PURCHASE,2026-02-01T18:35:00
cc-0576,c-209,440.44,USD,PURCHASE,2026-02-01T18:36:00
cc-0577,c-245,378.20,USD,PURCHASE,2026-02-01T18:37:00
cc-0578,c-165,30.52,BRL,PURCHASE,2026-02-01T18:38:00
cc-0579,c-334,268.04,EUR,PURCHASE,2026-02-01T18:39:00
cc-0580,c-436,456.70,BRL,PURCHASE,2026-02-01T18:40:00
cc-0581,c-214,88.72,BRL,PURCHASE,2026-02-01T18:41:00
cc-0582,c-429,248.20,EUR,PURCHASE,2026-02-01T18:42:00
cc-0583,c-493,145.44,BRL,PURCHASE,2026-02-01T18:43:00
cc-0584,c-005,301.79,USD,PURCHASE,2026-02-01T18:44:00
cc-0585,c-146,321.01,EUR,PURCHASE,2026-02-01T18:45:00
cc-0586,c-253,67.97,EUR,PURCHASE,2026-02-01T18:46:00
cc-0587,c-240,404.60,USD,PURCHASE,2026-02-01T18:47:00
cc-0588,c-084,324.49,EUR,PURCHASE,2026-02-01T18:48:00
cc-0589,c-096,-169.22,USD,REFUND,2026-02-01T18:49:00
cc-0590,c-291,97.39,EUR,PURCHASE,2026-02-01T18:50:00
cc-0591,c-439,203.34,USD,PURCHASE,2026-02-01T18:51:00
cc-0592,c-264,201.02,BRL,PURCHASE,2026-02-01T18:52:00
cc-0593,c-095,239.25,BRL,PURCHASE,2026-02-01T18:53:00
cc-0594,c-004,118.53,USD,PURCHASE,2026-02-01T18:54:00
cc-0595,c-489,291.65,EUR,PURCHASE,2026-02-01T18:55:00
cc-0596,c-006,180.42,BRL,PURCHASE,2026-02-01T18:56:00
cc-0597,c-032,233.23,BRL,PURCHASE,2026-02-01T18:57:00
cc-0598,c-208,461.63,EUR,PURCHASE,2026-02-01T18:58:00
cc-0599,c-395,59.59,USD,PURCHASE,2026-02-01T18:59:00
cc-0600,c-189,110.35,BRL,PURCHASE,2026-02-01T19:00:00
cc-0601,c-245,374.12,EUR,PURCHASE,2026-02-01T19:01:00
cc-0602,c-192,275.07,USD,PURCHASE,2026-02-01T19:02:00
cc-0603,c-388,332.38,BRL,PURCHASE,2026-02-01T19:03:00
cc-0604,c-391,377.62,BRL,PURCHASE,2026-02-01T19:04:00
cc-0605,c-270,352.18,BRL,PURCHASE,2026-02-01T19:05:00
cc-0606,c-470,31.82,EUR,PURCHASE,2026-02-01T19:06:00
cc-0607,c-463,286.78,BRL,PURCHASE,2026-02-01T19:07:00
cc-0608,c-085,260.65,BRL,PURCHASE,2026-02-01T19:08:00
cc-0609,c-349,291.99,BRL,PURCHASE,2026-02-01T19:09:00
cc-0610,c-461,404.54,USD,PURCHASE,2026-02-01T19:10:00
cc-0611,c-068,228.94,BRL,PURCHASE,2026-02-01T19:11:00
cc-0612,c-287,403.65,EUR,PURCHASE,2026-02-01T19:12:00
cc-0613,c-012,408.41,EUR,PURCHASE,2026-02-01T19:13:00
cc-0614,c-112,23.60,USD,PURCHASE,2026-02-01T19:14:00
cc-0615,c-359,-497.07,BRL,REFUND,2026-02-01T19:15:00
cc-0616,c-479,144.26,BRL,PURCHASE,2026-02-01T19:16:00
cc-0617,c-394,321.12,EUR,PURCHASE,2026-02-01T19:17:00
cc-0618,c-331,187.86,USD,PURCHASE,2026-02-01T19:18:00
cc-0619,c-230,453.48,USD,PURCHASE,2026-02-01T19:19:00
cc-0620,c-042,331.23,EUR,PURCHASE,2026-02-01T19:20:00
cc-0621,c-069,174.54,BRL,PURCHASE,2026-02-01T19:21:00
cc-0622,c-276,64.55,BRL,PURCHASE,2026-02-01T19:22:00
cc-0623,c-428,-12.34,USD,REFUND,2026-02-01T19:23:00
cc-0624,c-238,272.68,EUR,PURCHASE,2026-02-01T19:24:00
cc-0625,c-195,124.51,USD,PURCHASE,2026-02-01T19:25:00
cc-0626,c-080,468.77,EUR,PURCHASE,2026-02-01T19:26:00
cc-0627,c-392,404.93,USD,PURCHASE,2026-02-01T19:27:00
cc-0628,c-315,441.99,BRL,PURCHASE,2026-02-01T19:28:00
cc-0629,c-124,51.35,BRL,PURCHASE,2026-02-01T19:29:00
cc-0630,c-229,351.94,BRL,PURCHASE,2026-02-01T19:30:00
cc-0631,c-126,201.73,BRL,PURCHASE,2026-02-01T19:31:00
cc-0632,c-277,432.00,BRL,PURCHASE,2026-02-01T19:32:00
cc-0633,c-072,145.34,EUR,PURCHASE,2026-02-01T19:33:00
cc-0634,c-295,299.36,EUR,PURCHASE,2026-02-01T19:34:00
cc-0635,c-420,151.58,BRL,PURCHASE,2026-02-01T19:35:00
cc-0636,c-339,207.37,USD,PURCHASE,2026-02-01T19:36:00
cc-0637,c-032,296.24,EUR,PURCHASE,2026-02-01T19:37:00
cc-0638,c-467,339.70,EUR,PURCHASE,2026-02-01T19:38:00
cc-0639,c-254,-172.86,EUR,REFUND,2026-02-01T19:39:00
cc-0640,c-344,262.71,EUR,PURCHASE,2026-02-01T19:40:00
cc-0641,c-214,150.64,BRL,PURCHASE,2026-02-01T19:41:00
cc-0642,c-387,121.24,BRL,PURCHASE,2026-02-01T19:42:00
cc-0643,c-154,73.03,USD,PURCHASE,2026-02-01T19:43:00
cc-0644,c-469,-206.93,USD,REFUND,2026-02-01T19:44:00
cc-0645,c-286,194.82,USD,PURCHASE,2026-02-01T19:45:00
cc-0646,c-105,40.46,USD,PURCHASE,2026-02-01T19:46:00
cc-0647,c-434,268.28,BRL,PURCHASE,2026-02-01T19:47:00
cc-0648,c-027,337.16,EUR,PURCHASE,2026-02-01T19:48:00
cc-0649,c-021,94.89,EUR,PURCHASE,2026-02-01T19:49:00
cc-0650,c-371,109.29,BRL,PURCHASE,2026-02-01T19:50:00
cc-0651,c-446,152.29,BRL,PURCHASE,2026-02-01T19:51:00
cc-0652,c-109,481.08,BRL,PURCHASE,2026-02-01T19:52:00
cc-0653,c-383,239.98,BRL,PURCHASE,2026-02-01T19:53:00
cc-0654,c-357,103.05,BRL,PURCHASE,2026-02-01T19:54:00
cc-0655,c-283,142.25,USD,PURCHASE,2026-02-01T19:55:00
cc-0656,c-274,154.90,USD,PURCHASE,2026-02-01T19:56:00
cc-0657,c-263,233.54,EUR,PURCHASE,2026-02-01T19:57:00
cc-0658,c-241,160.80,BRL,PURCHASE,2026-02-01T19:58:00
cc-0659,c-190,23.81,BRL,PURCHASE,2026-02-01T19:59:00
cc-0660,c-380,131.13,EUR,PURCHASE,2026-02-01T20:00:00
cc-0661,c-297,148.30,BRL,PURCHASE,2026-02-01T20:01:00
cc-0662,c-169,285.32,BRL,PURCHASE,2026-02-01T20:02:00
cc-0663,c-256,471.79,USD,PURCHASE,2026-02-01T20:03:00
cc-0664,c-132,244.82,EUR,PURCHASE,2026-02-01T20:04:00
cc-0665,c-329,230.95,EUR,PURCHASE,2026-02-01T20:05:00
cc-0666,c-408,70.84,EUR,PURCHASE,2026-02-01T20:06:00
cc-0667,c-251,444.79,EUR,PURCHASE,2026-02-01T20:07:00
cc-0668,c-491,-17.88,BRL,REFUND,2026-02-01T20:08:00
cc-0669,c-484,25.21,BRL,PURCHASE,2026-02-01T20:09:00
cc-0670,c-212,315.72,BRL,PURCHASE,2026-02-01T20:10:00
cc-0671,c-363,110.14,USD,PURCHASE,2026-02-01T20:11:00
cc-0672,c-192,-319.23,EUR,REFUND,2026-02-01T20:12:00
cc-0673,c-468,244.44,BRL,PURCHASE,2026-02-01T20:13:00
cc-0674,c-273,6.91,EUR,PURCHASE,2026-02-01T20:14:00
cc-0675,c-370,488.76,BRL,PURCHASE,2026-02-01T20:15:00
cc-0676,c-258,337.34,BRL,PURCHASE,2026-02-01T20:16:00
cc-0677,c-055,262.67,BRL,PURCHASE,2026-02-01T20:17:00
cc-0678,c-099,126.96,USD,PURCHASE,2026-02-01T20:18:00
cc-0679,c-137,40.43,USD,PURCHASE,2026-02-01T20:19:00
cc-0680,c-236,495.13,BRL,PURCHASE,2026-02-01T20:20:00
cc-0681,c-154,424.09,EUR,PURCHASE,2026-02-01T20:21:00
cc-0682,c-440,16.81,USD,PURCHASE,2026-02-01T20:22:00
cc-0683,c-195,238.53,EUR,PURCHASE,2026-02-01T20:23:00
cc-0684,c-005,42.26,USD,PURCHASE,2026-02-01T20:24:00
cc-0685,c-331,283.36,BRL,PURCHASE,2026-02-01T20:25:00
cc-0686,c-459,22.23,BRL,PURCHASE,2026-02-01T20:26:00
cc-0687,c-462,443.89,USD,PURCHASE,2026-02-01T20:27:00
cc-0688,c-139,-38.10,USD,REFUND,2026-02-01T20:28:00
cc-0689,c-461,329.40,BRL,PURCHASE,2026-02-01T20:29:00
cc-0690,c-476,8.81,BRL,PURCHASE,2026-02-01T20:30:00
cc-0691,c-301,410.52,USD,PURCHASE,2026-02-01T20:31:00
cc-0692,c-476,-82.06,BRL,REFUND,2026-02-01T20:32:00
cc-0693,c-291,195.19,EUR,PURCHASE,2026-02-01T20:33:00
cc-0694,c-170,370.13,EUR,PURCHASE,2026-02-01T20:34:00
cc-0695,c-371,-372.98,USD,REFUND,2026-02-01T20:35:00
cc-0696,c-028,116.84,BRL,PURCHASE,2026-02-01T20:36:00
cc-0697,c-175,307.32,EUR,PURCHASE,2026-02-01T20:37:00
cc-0698,c-204,163.86,EUR,PURCHASE,2026-02-01T20:38:00
cc-0699,c-140,225.82,BRL,PURCHASE,2026-02-01T20:39:00
cc-0700,c-183,188.34,BRL,PURCHASE,2026-02-01T20:40:00
cc-0701,c-349,190.66,EUR,PURCHASE,2026-02-01T20:41:00
cc-0702,c-152,356.84,BRL,PURCHASE,2026-02-01T20:42:00
cc-0703,c-138,356.13,EUR,PURCHASE,2026-02-01T20:43:00
cc-0704,c-079,159.02,BRL,PURCHASE,2026-02-01T20:44:00
cc-0705,c-047,-154.83,USD,REFUND,2026-02-01T20:45:00
cc-0706,c-390,67.12,BRL,PURCHASE,2026-02-01T20:46:00
cc-0707,c-221,277.82,USD,PURCHASE,2026-02-01T20:47:00
cc-0708,c-053,-177.60,BRL,REFUND,2026-02-01T20:48:00
cc-0709,c-306,162.89,USD,PURCHASE,2026-02-01T20:49:00
cc-0710,c-007,194.51,BRL,PURCHASE,2026-02-01T20:50:00
cc-0711,c-372,452.70,BRL,PURCHASE,2026-02-01T20:51:00
cc-0712,c-293,342.97,BRL,PURCHASE,2026-02-01T20:52:00
cc-0713,c-072,134.93,BRL,PURCHASE,2026-02-01T20:53:00
cc-0714,c-033,138.70,USD,PURCHASE,2026-02-01T20:54:00
cc-0715,c-248,181.20,BRL,PURCHASE,2026-02-01T20:55:00
cc-0716,c-370,297.31,BRL,PURCHASE,2026-02-01T20:56:00
cc-0717,c-235,153.02,USD,PURCHASE,2026-02-01T20:57:00
cc-0718,c-171,190.57,USD,PURCHASE,2026-02-01T20:58:00
cc-0719,c-226,407.92,EUR,PURCHASE,2026-02-01T20:59:00
cc-0720,c-499,150.92,EUR,PURCHASE,2026-02-01T21:00:00
cc-0721,c-486,240.03,BRL,PURCHASE,2026-02-01T21:01:00
cc-0722,c-494,160.25,EUR,PURCHASE,2026-02-01T21:02:00
cc-0723,c-356,483.91,BRL,PURCHASE,2026-02-01T21:03:00
cc-0724,c-167,408.43,USD,PURCHASE,2026-02-01T21:04:00
cc-0725,c-187,282.36,EUR,PURCHASE,2026-02-01T21:05:00
cc-0726,c-280,384.04,BRL,PURCHASE,2026-02-01T21:06:00
cc-0727,c-488,471.54,BRL,PURCHASE,2026-02-01T21:07:00
cc-0728,c-225,415.81,BRL,PURCHASE,2026-02-01T21:08:00
cc-0729,c-420,397.73,EUR,PURCHASE,2026-02-01T21:09:00
cc-0730,c-256,152.11,USD,PURCHASE,2026-02-01T21:10:00
cc-0731,c-338,212.14,USD,PURCHASE,2026-02-01T21:11:00
cc-0732,c-038,299.37,EUR,PURCHASE,2026-02-01T21:12:00
cc-0733,c-206,461.82,EUR,PURCHASE,2026-02-01T21:13:00
cc-0734,c-215,395.57,USD,PURCHASE,2026-02-01T21:14:00
cc-0735,c-360,268.92,EUR,PURCHASE,2026-02-01T21:15:00
cc-0736,c-469,384.71,EUR,PURCHASE,2026-02-01T21:16:00
cc-0737,c-341,323.85,BRL,PURCHASE,2026-02-01T21:17:00
cc-0738,c-289,339.06,USD,PURCHASE,2026-02-01T21:18:00
cc-0739,c-496,482.89,USD,PURCHASE,2026-02-01T21:19:00
cc-0740,c-055,-130.11,EUR,REFUND,2026-02-01T21:20:00
cc-0741,c-383,290.68,EUR,PURCHASE,2026-02-01T21:21:00
